time;latitude;longitude;depth;mag;magType;nst;gap;dmin;rms;net;id;updated;place;type;horizontalError;depthError;magError;magNst;status;locationSource;magSource
2021-01-24T13:03:29.349Z;-4.4396;102.533;54.96;5.1;mb;;84;0.428;0.56;us;us7000d2wn;2021-04-13T17:07:24.040Z;76 km SSE of Bengkulu, Indonesia;earthquake;6.9;4.9;0.067;71;reviewed;us;us
2021-01-06T17:28:35.120Z;-4.3366;102.6881;58.04;5.36;mb;;27;0.267;1.02;us;us6000d672;2021-03-13T22:59:36.040Z;70 km WSW of Pagar Alam, Indonesia;earthquake;6.1;3.4;0.078;16;reviewed;us;us
2020-12-23T22:19:53.350Z;-4.4368;101.0761;10;5.2;mb;;39;1.875;0.63;us;us6000d2c8;2021-03-06T23:18:03.040Z;149 km WSW of Bengkulu, Indonesia;earthquake;6.5;1.8;0.064;82;reviewed;us;us
2020-11-30T17:14:12.006Z;3.067;96.1349;27.89;5;mb;;59;2.267;0.75;us;us7000cl7y;2021-02-06T18:29:19.040Z;70 km NNW of Sinabang, Indonesia;earthquake;7.2;4.9;0.067;71;reviewed;us;us
2020-11-29T14:48:27.981Z;-5.0092;102.93;55.23;5.2;mb;;52;0.644;0.75;us;us7000ckwi;2021-02-06T18:28:58.040Z;114 km SSW of Pagar Alam, Indonesia;earthquake;6.2;5.4;0.059;94;reviewed;us;us
2020-11-18T04:41:55.825Z;-1.8125;100.4271;15.62;5.07;mb;;27;2.21;0.82;us;us6000cpq3;2021-02-03T17:50:55.040Z;95 km S of Padang, Indonesia;earthquake;6.4;3;0.093;11;reviewed;us;us
2020-11-17T01:44:11.421Z;-2.6706;99.3227;19;5.86;mb;;23;3.436;0.58;us;us7000cfxq;2021-12-03T12:25:50.449Z;222 km SSW of Padang, Indonesia;earthquake;7.2;1.7;0.051;37;reviewed;us;us
2020-10-19T09:42:53.479Z;-3.3354;100.3183;19.29;5.1;mb;;65;2.821;0.62;us;us6000c9dx;2020-12-29T23:07:39.040Z;185 km SW of Sungai Penuh, Indonesia;earthquake;5.9;3.5;0.088;42;reviewed;us;us
2020-10-19T07:47:21.835Z;-3.3848;100.3604;17.03;5.36;mb;;29;2.764;0.67;us;us6000c9cs;2022-03-10T05:43:02.545Z;186 km SW of Sungai Penuh, Indonesia;earthquake;6.4;3.4;0.078;16;reviewed;us;us
2020-10-19T07:31:30.626Z;-3.3684;100.2706;20;5.46;mb;;31;2.854;0.64;us;us6000c9ci;2022-03-10T05:42:43.778Z;191 km SW of Sungai Penuh, Indonesia;earthquake;6.1;1.8;0.058;29;reviewed;us;us
2020-10-18T22:48:50.249Z;-3.4021;100.2732;10;5.1;mb;;58;2.84;0.76;us;us6000c99g;2020-12-29T23:07:36.040Z;193 km SW of Sungai Penuh, Indonesia;earthquake;6.7;1.8;0.069;69;reviewed;us;us
2020-10-17T17:56:23.873Z;-3.2733;100.4042;10;5.2;mb;;69;2.765;0.93;us;us6000cbc9;2020-12-29T23:07:32.040Z;173 km SW of Sungai Penuh, Indonesia;earthquake;8.2;1.8;0.085;49;reviewed;us;us
2020-10-17T17:55:00.713Z;-3.2572;100.3043;23.44;5.07;mb;;46;2.863;0.75;us;us6000c90z;2020-12-29T23:07:32.040Z;179 km SW of Sungai Penuh, Indonesia;earthquake;6.1;4.2;0.075;17;reviewed;us;us
2020-10-15T09:41:16.989Z;-3.1911;100.3854;19;5.07;mb;;44;2.815;0.94;us;us6000c8hc;2020-12-29T23:07:23.040Z;168 km SW of Sungai Penuh, Indonesia;earthquake;6.9;1.7;0.065;23;reviewed;us;us
2020-09-08T04:37:02.589Z;-1.14;98.4985;10;5;mb;;94;2.597;0.74;us;us7000bjjb;2020-11-17T19:44:54.040Z;189 km WSW of Pariaman, Indonesia;earthquake;6.6;1.6;0.09;39;reviewed;us;us
2020-09-03T16:02:55.155Z;-4.4773;102.5889;54.02;5.3;mb;;34;0.383;0.85;us;us7000bh8s;2020-11-17T19:44:27.040Z;83 km SSE of Bengkulu, Indonesia;earthquake;6.8;4.1;0.047;152;reviewed;us;us
2020-08-24T10:24:32.414Z;-4.0266;101.0051;10;5;mb;;71;1.973;0.72;us;us6000bjp7;2020-10-31T19:06:22.040Z;142 km W of Bengkulu, Indonesia;earthquake;7.1;1.8;0.074;58;reviewed;us;us
2020-08-22T00:39:35.576Z;-4.0808;100.9938;21;5.36;mb;;30;1.976;0.8;us;us6000biub;2020-10-31T19:06:15.040Z;144 km WSW of Bengkulu, Indonesia;earthquake;6.5;1.7;0.073;18;reviewed;us;us
2020-08-18T22:39:08.354Z;-4.4556;100.9629;15.2;5;mb;;204;1.989;0.59;us;us7000bcme;2020-10-24T20:09:13.040Z;161 km WSW of Bengkulu, Indonesia;earthquake;11.9;6.4;0.2;8;reviewed;us;us
2020-08-18T22:29:24.731Z;-4.2069;101.2411;26;6.75;mb;;25;1.716;0.81;us;us6000bgvu;2021-11-26T12:23:10.304Z;122 km WSW of Bengkulu, Indonesia;earthquake;6.6;1.8;0.033;86;reviewed;us;us
2020-08-18T22:23:59.497Z;-4.3217;101.1347;22;6.65;mb;;34;1.816;0.91;us;us6000bgvl;2020-10-24T20:09:05.040Z;138 km WSW of Bengkulu, Indonesia;earthquake;7.3;1.8;0.063;24;reviewed;us;us
2020-08-04T23:51:11.030Z;-1.7797;100.1815;48.42;5.1;mb;;119;2.26;0.86;us;us6000b9gc;2020-10-10T17:11:16.040Z;93 km SSW of Padang, Indonesia;earthquake;7.7;5.5;0.059;92;reviewed;us;us
2020-06-06T23:50:35.433Z;1.7181;97.053;11.52;5.2;mb;;28;0.664;0.7;us;us6000a7ar;2020-08-18T17:59:00.040Z;103 km SW of Singkil, Indonesia;earthquake;3.8;3.5;0.05;133;reviewed;us;us
2020-05-22T22:36:52.865Z;-2.4966;99.5207;10;5.1;mb;;174;3.188;0.76;us;us70009nuc;2020-08-08T18:17:51.040Z;194 km SSW of Padang, Indonesia;earthquake;8.7;1.5;0.062;83;reviewed;us;us
2020-04-06T19:20:27.360Z;2.8254;95.753;35;5;mb;;102;2.366;0.7;us;us70008q3h;2020-06-21T00:55:12.040Z;79 km WNW of Sinabang, Indonesia;earthquake;8.4;1.9;0.069;68;reviewed;us;us
2020-03-10T14:06:26.665Z;-5.837;103.0187;26.18;5.56;mb;;48;1.468;0.78;us;us60008d51;2020-05-23T22:03:30.040Z;201 km S of Pagar Alam, Indonesia;earthquake;7.6;3.9;0.062;25;reviewed;us;us
2020-03-06T19:52:59.234Z;-5.2218;102.2091;35;5;mb;;64;1.133;0.87;us;us60008bbr;2020-05-23T22:03:30.040Z;157 km S of Bengkulu, Indonesia;earthquake;6.6;1.9;0.06;94;reviewed;us;us
2020-02-01T09:09:31.500Z;-2.9219;101.0474;62.54;5;mb;;177;2.38;0.66;us;us60007m22;2020-04-18T22:10:09.040Z;103 km SSW of Sungai Penuh, Indonesia;earthquake;6.5;7.6;0.079;51;reviewed;us;us
2020-01-07T06:05:19.759Z;2.3481;96.3575;17;6.15;mb;;33;1.599;0.97;us;us70006vkq;2022-03-10T04:57:43.604Z;14 km S of Sinabang, Indonesia;earthquake;4.3;1.7;0.043;53;reviewed;us;us
2019-12-16T14:49:16.108Z;-2.9702;100.9448;40.28;5.46;mb;;95;2.436;0.73;us;us60006s6p;2020-03-04T21:27:10.040Z;112 km SSW of Sungai Penuh, Indonesia;earthquake;7.4;4.3;0.062;25;reviewed;us;us
2019-11-24T01:08:26.452Z;-0.9072;97.9212;10;5;mb;;121;3.714;0.65;us;us70006eie;2020-02-14T22:02:27.040Z;246 km W of Pariaman, Indonesia;earthquake;11.8;1.9;0.141;16;reviewed;us;us
2019-11-14T08:04:04.145Z;-1.8917;100.2621;63.9;5;mb;;186;2.336;0.82;us;us60006bes;2020-02-07T20:20:49.040Z;104 km S of Padang, Indonesia;earthquake;7.5;8;0.097;34;reviewed;us;us
2019-11-12T11:42:51.696Z;0.8354;97.3996;26.88;5;mb;;179;0.497;0.61;us;us60006alz;2020-02-07T20:20:20.040Z;166 km SSW of Singkil, Indonesia;earthquake;4.8;5.4;0.077;54;reviewed;us;us
2019-10-21T23:49:04.493Z;-2.638;99.5867;10;5.07;mb;;31;3.773;0.95;us;us70005wzt;2020-01-03T16:09:47.040Z;205 km SSW of Padang, Indonesia;earthquake;6.7;1.7;0.089;12;reviewed;us;us
2019-10-16T02:18:21.238Z;1.3243;96.9811;10;5;mb;;151;0.594;1.03;us;us70005ui6;2020-01-03T16:09:18.040Z;139 km SW of Singkil, Indonesia;earthquake;6.7;1.9;0.071;63;reviewed;us;us
2019-10-15T03:00:14.735Z;-4.4307;101.1328;10;5.1;mb;;81;1.818;0.91;us;us70005u8l;2020-01-03T16:09:15.040Z;143 km WSW of Bengkulu, Indonesia;earthquake;7;1.8;0.065;78;reviewed;us;us
2019-10-14T22:23:54.247Z;-4.482;101.1948;19;5.76;mb;;33;1.759;0.77;us;us70005u76;2019-12-28T20:45:49.040Z;140 km WSW of Bengkulu, Indonesia;earthquake;6;1.8;0.073;18;reviewed;us;us
2019-08-13T18:38:38.029Z;-3.0402;101.3029;46.52;5.2;mb;;101;2.107;0.8;us;us600054mx;2019-11-02T15:26:04.040Z;109 km S of Sungai Penuh, Indonesia;earthquake;7.5;5.3;0.06;91;reviewed;us;us
2019-08-10T21:11:09.688Z;-0.7389;99.391;36.69;5.07;mb;;17;3.441;0.8;us;us600053j1;2019-10-29T20:33:56.040Z;82 km W of Pariaman, Indonesia;earthquake;7.5;3.9;0.08;15;reviewed;us;us
2019-07-29T05:46:39.257Z;-2.7267;100.2171;35;5.1;mb;;28;3.142;0.87;us;us60004wxr;2019-10-11T20:12:48.040Z;150 km WSW of Sungai Penuh, Indonesia;earthquake;7;1.9;0.059;93;reviewed;us;us
2019-06-03T06:04:35.642Z;0.3426;97.7429;10;5.07;mb;;26;0.969;0.84;us;us70003um9;2019-08-24T21:17:52.040Z;192 km SW of Sibolga, Indonesia;earthquake;7.2;1.7;0.11;8;reviewed;us;us
2019-06-03T05:57:09.503Z;0.378;97.7223;19;5.66;mb;;27;0.931;0.81;us;us70003um7;2020-07-10T17:42:11.386Z;191 km SW of Sibolga, Indonesia;earthquake;6.9;1.7;0.052;35;reviewed;us;us
2019-06-02T03:03:09.588Z;0.6454;98.4492;43;5.26;mb;;33;1.091;1.22;us;us70003uac;2022-08-08T13:59:13.819Z;122 km SW of Padangsidempuan, Indonesia;earthquake;6.4;1.9;0.078;16;reviewed;us;us
2019-04-27T13:04:26.524Z;-4.2655;102.143;57.42;5;mb;;62;0.815;0.95;us;us70003cyd;2019-07-13T18:42:43.040Z;53 km SSW of Bengkulu, Indonesia;earthquake;8;5.7;0.071;63;reviewed;us;us
2019-03-11T13:26:24.728Z;1.9092;97.8292;45.54;5.07;mb;;41;0.652;0.84;us;us1000jdk7;2019-05-24T21:21:32.040Z;42 km S of Singkil, Indonesia;earthquake;5.7;5.7;0.071;19;reviewed;us;us
2019-02-27T23:27:04.240Z;-1.3226;101.5784;10;5.26;mb;;25;1.724;0.89;us;us1000j8dg;2022-08-08T12:35:34.973Z;83 km NNE of Sungai Penuh, Indonesia;earthquake;5.8;1.7;0.069;20;reviewed;us;us
2019-02-04T19:29:54.350Z;-0.4203;98.0357;19;5.46;mb;;62;1.773;0.71;us;us2000jda7;2019-04-18T19:09:38.040Z;233 km W of Pariaman, Indonesia;earthquake;4;1.8;0.062;25;reviewed;us;us
2019-02-02T13:10:20.600Z;-2.9676;100.0958;10;5.1;mb;;169;3.171;0.79;us;us2000jce9;2019-04-18T19:09:33.040Z;175 km SW of Sungai Penuh, Indonesia;earthquake;8.3;1.9;0.067;72;reviewed;us;us
2019-02-02T11:01:38.730Z;-2.7308;100.3019;10;5.8;mb;;52;5.562;0.67;us;us2000jcdi;2020-07-10T17:24:37.219Z;142 km WSW of Sungai Penuh, Indonesia;earthquake;3.1;1.8;0.054;127;reviewed;us;us
2019-02-02T10:59:30.340Z;-2.8764;100.1326;18;5.76;mb;;29;3.179;0.61;us;us2000jccs;2022-08-08T11:58:57.322Z;166 km WSW of Sungai Penuh, Indonesia;earthquake;6.8;1.7;0.068;21;reviewed;us;us
2019-02-02T09:58:11.360Z;-2.876;100.0594;10;5.3;mb;;85;3.245;0.69;us;us2000jcc6;2019-04-18T19:09:31.040Z;173 km WSW of Sungai Penuh, Indonesia;earthquake;8.1;1.8;0.056;107;reviewed;us;us
2019-02-02T09:27:36.030Z;-2.8462;100.0743;20;5.86;mb;;38;3.245;0.72;us;us2000jcbz;2020-07-10T17:24:14.302Z;170 km WSW of Sungai Penuh, Indonesia;earthquake;6.7;1.8;0.073;18;reviewed;us;us
2019-02-02T09:03:09.840Z;-2.8248;100.0068;10;5.07;mb;;29;3.295;0.66;us;us2000jcbm;2019-04-18T19:09:31.040Z;175 km WSW of Sungai Penuh, Indonesia;earthquake;6;1.7;0.075;17;reviewed;us;us
2019-01-11T19:05:29.180Z;-3.3932;101.2762;39;5.26;mb;;14;1.931;0.92;us;us2000j337;2019-04-02T20:52:13.040Z;118 km WNW of Bengkulu, Indonesia;earthquake;6.2;1.9;0.073;18;reviewed;us;us
2019-01-09T09:39:09.090Z;3.9401;95.8773;45.6;5.1;mb;;92;1.666;0.84;us;us2000j1tl;2019-04-02T20:51:38.040Z;35 km SW of Meulaboh, Indonesia;earthquake;7;4.3;0.056;103;reviewed;us;us
2019-01-01T20:24:36.330Z;-2.4525;99.6762;10;5.1;mb;;127;3.782;1.17;us;us2000izpf;2019-03-08T17:50:13.040Z;182 km SSW of Padang, Indonesia;earthquake;7.5;1.8;0.066;75;reviewed;us;us
2018-12-29T08:15:26.540Z;1.0774;97.3382;25.91;5.2;mb;;100;0.327;0.79;us;us2000iyvg;2019-03-05T17:46:38.040Z;142 km SSW of Singkil, Indonesia;earthquake;7.2;5.2;0.061;89;reviewed;us;us
2018-12-11T17:20:15.100Z;-1.5499;98.7547;26.98;5.2;mb;;135;2.948;0.88;us;us2000isjf;2022-05-03T19:41:08.363Z;183 km SW of Pariaman, Indonesia;earthquake;5.3;4.5;0.063;83;reviewed;us;us
2018-12-08T17:45:52.040Z;-3.5268;101.5194;42.13;5.2;mb;;64;1.655;1.05;us;us1000i53x;2019-02-16T19:52:32.040Z;88 km WNW of Bengkulu, Indonesia;earthquake;2.8;5.4;0.055;109;reviewed;us;us
2018-12-04T22:29:59.810Z;0.3226;97.1598;10;5.1;mb;;42;1.059;0.65;us;us1000i2ac;2019-02-16T19:52:20.040Z;228 km SSW of Singkil, Indonesia;earthquake;6.5;1.8;0.065;78;reviewed;us;us
2018-11-29T20:21:44.660Z;0.2267;96.9976;9.87;5.66;mb;;30;1.216;0.75;us;us1000hy0k;2022-05-03T19:40:24.468Z;244 km SSW of Singkil, Indonesia;earthquake;7.5;3;0.05;38;reviewed;us;us
2018-11-03T15:58:32.860Z;-3.7587;101.8213;45.56;5.07;mb;;27;2.996;1.37;us;us2000i6f4;2022-08-08T09:46:59.400Z;49 km W of Bengkulu, Indonesia;earthquake;7;4.5;0.086;13;reviewed;us;us
2018-09-16T06:54:33.160Z;-4.9123;102.9571;50.13;5;mb;;65;2.647;0.79;us;us2000hfdd;2018-11-21T18:19:12.040Z;103 km SSW of Pagar Alam, Indonesia;earthquake;7.3;2.4;0.06;89;reviewed;us;us
2018-09-12T07:27:50.190Z;-5.2755;102.3876;42.9;5.1;mb;;67;1.07;1.02;us;us2000hdbf;2022-05-03T19:30:01.403Z;163 km S of Bengkulu, Indonesia;earthquake;7.1;5.6;0.063;82;reviewed;us;us
2018-09-06T00:13:50.110Z;0.821;96.8947;10;5.4;mb;;42;0.832;0.6;us;us2000h922;2022-05-03T19:29:19.312Z;190 km SSW of Singkil, Indonesia;earthquake;6;1.8;0.045;169;reviewed;us;us
2018-08-20T10:51:05.360Z;1.0406;97.3762;25.69;5.2;mb;;112;0.328;1.12;us;us1000gdui;2018-11-01T17:50:50.040Z;145 km SSW of Singkil, Indonesia;earthquake;5.8;4.6;0.057;100;reviewed;us;us
2018-08-05T09:51:27.180Z;-2.294;99.468;10;5;mb;;136;3.04;0.78;us;us1000g3t7;2018-10-16T15:34:10.040Z;178 km SSW of Padang, Indonesia;earthquake;3.5;1.8;0.079;51;reviewed;us;us
2018-07-21T07:58:16.000Z;-0.9686;100.7688;10;5.07;mb;;86;1.314;0.99;us;us2000gaik;2022-08-08T06:18:18.364Z;22 km SE of Solok, Indonesia;earthquake;7.2;1.9;0.063;24;reviewed;us;us
2018-07-20T19:58:07.220Z;-1.6945;99.8389;15.53;5.07;mb;;21;2.338;0.73;us;us2000ga2z;2022-05-03T19:23:14.201Z;100 km SW of Padang, Indonesia;earthquake;7.3;2.9;0.061;26;reviewed;us;us
2018-07-08T19:46:35.460Z;-5.7941;103.3884;22.11;5.2;mb;;87;1.487;1.17;us;us2000fzw5;2018-09-27T14:03:45.040Z;196 km S of Pagar Alam, Indonesia;earthquake;6.7;4.1;0.063;84;reviewed;us;us
2018-06-25T06:22:13.440Z;-2.8132;100.2067;29.15;5;mb;;100;3.144;0.82;us;us1000f0ui;2018-09-21T16:25:59.040Z;156 km WSW of Sungai Penuh, Indonesia;earthquake;6.9;4.7;0.058;96;reviewed;us;us
2018-06-13T06:59:02.670Z;-1.9309;98.6411;19;5.36;mb;;30;3.283;0.91;us;us1000epp2;2022-05-03T19:56:44.564Z;219 km WSW of Padang, Indonesia;earthquake;6.9;1.7;0.065;23;reviewed;us;us
2018-06-13T02:07:57.240Z;-1.9281;98.6717;10;5.4;mb;;45;3.258;0.75;us;us1000epie;2022-05-03T19:56:43.414Z;216 km WSW of Padang, Indonesia;earthquake;7.6;1.8;0.05;135;reviewed;us;us
2018-06-12T23:46:11.940Z;-1.9469;98.6868;10;5.6;mb;;51;3.26;0.92;us;us1000epg0;2022-05-03T19:17:17.074Z;215 km WSW of Padang, Indonesia;earthquake;7.4;1.8;0.049;145;reviewed;us;us
2018-06-12T23:08:28.310Z;-2.0196;98.5876;9;5.76;mb;;34;3.382;0.95;us;us1000epfe;2022-05-03T19:17:16.028Z;229 km WSW of Padang, Indonesia;earthquake;2.7;1.7;0.058;29;reviewed;us;us
2018-05-19T19:08:36.940Z;-4.26;102.4143;59.14;5;mb;;58;0.549;0.77;us;us1000e8nf;2018-08-15T19:46:58.040Z;53 km SSE of Bengkulu, Indonesia;earthquake;6.5;5.2;0.058;94;reviewed;us;us
2018-03-29T20:58:42.060Z;2.5574;95.9851;27.07;5;mb;;129;2.019;0.86;us;us1000db31;2018-06-22T21:32:15.040Z;44 km W of Sinabang, Indonesia;earthquake;8.7;4.9;0.051;122;reviewed;us;us
2018-03-22T00:08:03.290Z;-4.5415;102.8449;63.67;5.3;mb;;22;0.211;0.87;us;us1000d7br;2018-06-19T01:35:47.040Z;72 km SW of Pagar Alam, Indonesia;earthquake;7;3.8;0.046;154;reviewed;us;us
2018-03-01T03:17:06.430Z;0.998;98.7382;66.77;5.16;mb;;27;1.201;0.83;us;us2000d9i7;2018-05-27T01:06:06.040Z;72 km SW of Padangsidempuan, Indonesia;earthquake;6.3;4;0.066;22;reviewed;us;us
2018-02-08T09:52:47.020Z;4.7466;96.194;10;5.07;mb;;58;0.89;1.1;us;us2000cyrm;2022-05-03T18:47:27.072Z;52 km S of Reuleuet, Indonesia;earthquake;6.6;1.8;0.069;20;reviewed;us;us
2017-12-07T15:16:35.310Z;-5.028;102.9493;53.36;5.3;mb;;22;0.663;0.9;us;us2000c1lm;2022-05-03T19:01:50.369Z;115 km SSW of Pagar Alam, Indonesia;earthquake;5.7;1.5;0.042;191;reviewed;us;us
2017-12-05T20:46:30.760Z;-3.1108;102.1648;45.54;5.1;mb;;30;1.471;0.78;us;us1000bmij;2022-08-07T21:57:24.838Z;56 km NW of Curup, Indonesia;earthquake;6.6;5.6;0.048;142;reviewed;us;us
2017-08-31T17:06:55.750Z;-1.159;99.6881;43.14;6.15;mb;;20;2;1.13;us;us2000adjh;2022-08-07T16:08:04.011Z;76 km SW of Pariaman, Indonesia;earthquake;6.5;3.3;0.056;31;reviewed;us;us
2017-08-16T04:09:03.430Z;-2.2958;99.891;21.4;5.3;mb;;96;2.846;0.81;us;us2000a8nj;2022-08-07T14:54:26.822Z;157 km SSW of Padang, Indonesia;earthquake;8.3;4.3;0.056;109;reviewed;us;us
2017-08-13T03:08:10.560Z;-3.7682;101.6228;31;6.25;mb;;26;1.453;0.9;us;us2000a7q2;2022-08-07T14:38:00.682Z;71 km W of Bengkulu, Indonesia;earthquake;5.8;1.7;0.057;30;reviewed;us;us
2017-07-27T19:24:47.430Z;-4.3959;101.9417;50.48;5.1;mb;;78;1.011;0.9;us;us2000a1vu;2022-08-07T13:06:41.670Z;75 km SSW of Bengkulu, Indonesia;earthquake;6.6;5;0.052;123;reviewed;us;us
2017-07-25T23:23:23.430Z;-5.6622;101.3798;10;5.16;mb;;36;2.033;0.78;us;us2000a15p;2017-10-14T00:19:40.040Z;228 km SSW of Bengkulu, Indonesia;earthquake;6.5;1.8;0.083;14;reviewed;us;us
2017-06-20T18:21:41.470Z;-4.1281;102.1165;64.6;5.2;mb;;24;0.868;0.81;us;us20009nrs;2017-08-23T16:35:45.040Z;39 km SSW of Bengkulu, Indonesia;earthquake;6.9;4.7;0.043;179;reviewed;us;us
2017-05-30T08:28:19.350Z;-5.5441;102.7462;47.1;5.3;mb;;35;1.194;0.93;us;us10008wd5;2017-08-15T02:26:47.040Z;176 km SSW of Pagar Alam, Indonesia;earthquake;6.7;5;0.058;99;reviewed;us;us
